label	parent	mass (kg)	epoch	sma (m)	ecc	inc(°)	lan(°)	aop(°)	ma(°)
s2020_s_12	saturn	0.014e15	0	11314500e3	0.260	50.8	70.5	81.2	350.8
s2020_s_13	saturn	0.014e15	0	11415600e3	0.373	48.0	41.6	96.4	230.4
s2020_s_14	saturn	0.014e15	0	16186200e3	0.313	161.7	355.4	54.7	209.3
s2020_s_15	saturn	0.014e15	0	16729200e3	0.462	37.1	338.2	275.8	141.7
s2020_s_16	saturn	0.014e15	0	16963400e3	0.405	167.3	268.6	73.1	185.2
s2020_s_17	saturn	0.034e15	0	17094200e3	0.378	148.9	210.9	287.2	359.0
s2020_s_18	saturn	0.014e15	0	17777900e3	0.180	168.9	204.0	165.9	218.7
s2020_s_19	saturn	0.014e15	0	17726700e3	0.159	48.1	56.1	65.5	80.4
s2020_s_20	saturn	0.014e15	0	17997300e3	0.133	169.8	92.9	230.5	330.0
s2020_s_21	saturn	0.014e15	0	18862100e3	0.307	169.9	328.3	188.0	95.5
s2020_s_22	saturn	0.014e15	0	19443000e3	0.059	161.3	271.4	38.4	128.8
s2020_s_23	saturn	0.014e15	0	19801500e3	0.089	165.0	153.6	61.5	65.1
s2020_s_24	saturn	0.014e15	0	20618300e3	0.230	159.6	42.2	114.8	301.4
s2020_s_25	saturn	0.014e15	0	20763700e3	0.316	171.8	242.2	329.0	318.1
s2020_s_26	saturn	0.014e15	0	21264400e3	0.273	163.2	252.9	143.0	141.3
s2020_s_27	saturn	0.014e15	0	21802300e3	0.255	145.3	324.5	314.6	32.0
s2020_s_28	saturn	0.014e15	0	21993700e3	0.474	160.1	60.9	226.7	2.2
s2020_s_29	saturn	0.014e15	0	22301400e3	0.047	169.1	255.9	298.7	115.9
s2020_s_30	saturn	0.014e15	0	21790700e3	0.601	154.2	132.1	352.3	60.3
s2020_s_31	saturn	0.014e15	0	22457300e3	0.238	163.8	148.1	196.2	0.1
s2020_s_32	saturn	0.014e15	0	21884100e3	0.502	169.1	351.6	198.2	88.9
s2020_s_33	saturn	0.014e15	0	22922500e3	0.555	162.8	161.7	4.3	165.2
s2020_s_34	saturn	0.014e15	0	22435600e3	0.154	160.6	7.7	162.8	116.4
s2020_s_35	saturn	0.014e15	0	23030300e3	0.225	174.9	344.7	19.8	98.0
s2020_s_36	saturn	0.014e15	0	22806200e3	0.336	168.8	26.9	139.7	216.1
s2020_s_37	saturn	0.014e15	0	23751800e3	0.344	174.8	25.1	211.7	182.3
s2020_s_38	saturn	0.034e15	0	23583900e3	0.513	159.7	284.0	246.3	99.4
s2020_s_39	saturn	0.014e15	0	24262400e3	0.305	160.1	318.8	28.9	165.2
s2020_s_40	saturn	0.014e15	0	23785900e3	0.412	167.3	250.5	99.4	64.0
s2020_s_41	saturn	0.014e15	0	25876400e3	0.402	160.2	28.3	224.9	63.1
s2020_s_42	saturn	0.014e15	0	25329400e3	0.506	157.5	15.4	59.1	278.4
s2020_s_43	saturn	0.014e15	0	26657400e3	0.203	164.6	68.7	257.0	252.6
s2020_s_44	saturn	0.014e15	0	27259400e3	0.199	168.5	28.0	283.8	318.0
s2020_s_45	saturn	0.014e15	0	23507700e3	0.199	172.8	183.1	195.7	190.2
s2020_s_46	saturn	0.014e15	0	18892100e3	0.207	167.3	323.4	331.2	16.0
s2020_s_47	saturn	0.014e15	0	21397400e3	0.564	146.1	351.6	5.4	283.9
s2020_s_48	saturn	0.014e15	0	11355100e3	0.373	45.9	253.5	114.9	21.9
s2023_s_1	saturn	0.014e15	0	11205400e3	0.386	48.8	159.6	296.8	263.4
s2023_s_2	saturn	0.014e15	0	11309900e3	0.339	45.7	253.8	117.3	257.2
s2023_s_3	saturn	0.014e15	0	17646400e3	0.178	46.9	93.7	264.0	272.6
s2023_s_4	saturn	0.014e15	0	17764600e3	0.276	170.0	264.4	9.5	123.9
s2023_s_5	saturn	0.014e15	0	25583500e3	0.599	168.8	235.0	94.9	334.2
s2023_s_6	saturn	0.014e15	0	11953100e3	0.336	47.4	54.4	103.7	133.4
s2023_s_7	saturn	0.034e15	0	12133700e3	0.284	44.7	289.7	102.5	102.3
s2023_s_8	saturn	0.014e15	0	14018800e3	0.122	166.9	240.1	278.8	149.6
s2023_s_9	saturn	0.014e15	0	13167500e3	0.141	172.2	324.8	209.8	285.2
s2023_s_10	saturn	0.014e15	0	15500200e3	0.302	163.0	308.1	124.7	70.9
s2023_s_11	saturn	0.014e15	0	14046100e3	0.300	170.9	193.0	76.1	334.2
s2023_s_12	saturn	0.014e15	0	15805900e3	0.601	168.8	301.0	182.5	339.7
s2023_s_13	saturn	0.014e15	0	15193000e3	0.179	168.5	134.2	107.5	173.9
s2023_s_14	saturn	0.014e15	0	16853000e3	0.497	171.6	291.7	351.4	62.7
s2023_s_15	saturn	0.014e15	0	18241300e3	0.549	161.9	276.6	123.2	159.7
s2023_s_16	saturn	0.014e15	0	17005300e3	0.270	162.6	270.6	116.9	80.0
s2023_s_17	saturn	0.014e15	0	17385300e3	0.498	35.9	240.7	246.7	128.1
s2023_s_18	saturn	0.014e15	0	17381700e3	0.448	36.7	78.1	280.0	169.7
s2023_s_19	saturn	0.014e15	0	17590300e3	0.092	48.2	50.1	205.4	325.5
s2023_s_20	saturn	0.014e15	0	17261000e3	0.442	136.5	112.7	322.1	200.6
s2023_s_21	saturn	0.014e15	0	17755400e3	0.077	157.3	124.2	341.9	38.7
s2023_s_22	saturn	0.034e15	0	18577500e3	0.182	47.5	121.8	266.5	4.2
s2023_s_23	saturn	0.014e15	0	18783700e3	0.350	164.8	187.0	91.2	81.8
s2023_s_24	saturn	0.014e15	0	18351800e3	0.374	169.7	1.4	319.7	54.4
s2023_s_25	saturn	0.014e15	0	19136600e3	0.281	166.4	216.6	293.8	186.2
s2023_s_26	saturn	0.014e15	0	19894300e3	0.306	163.9	147.4	108.2	132.2
s2023_s_27	saturn	0.014e15	0	19820100e3	0.652	151.1	306.6	117.0	91.2
s2023_s_28	saturn	0.014e15	0	19881000e3	0.575	168.7	59.6	2.3	189.6
s2023_s_29	saturn	0.014e15	0	20042400e3	0.141	172.2	227.4	47.0	162.8
s2023_s_30	saturn	0.014e15	0	18238300e3	0.493	142.4	250.0	191.3	2.7
s2023_s_31	saturn	0.014e15	0	20729200e3	0.182	163.0	261.1	240.9	308.7
s2023_s_32	saturn	0.014e15	0	20454400e3	0.037	169.8	195.2	90.3	30.0
s2023_s_33	saturn	0.014e15	0	21621900e3	0.665	155.8	209.3	258.6	49.1
s2023_s_34	saturn	0.014e15	0	20803900e3	0.570	168.4	303.0	275.5	293.6
s2023_s_35	saturn	0.014e15	0	22269700e3	0.151	168.5	340.9	165.5	92.9
s2023_s_36	saturn	0.014e15	0	22230600e3	0.359	166.3	325.1	157.0	312.2
s2023_s_37	saturn	0.014e15	0	19889800e3	0.215	172.3	63.4	241.2	244.7
s2023_s_38	saturn	0.014e15	0	12823500e3	0.909	149.2	63.4	241.2	244.7
s2023_s_39	saturn	0.014e15	0	20824500e3	0.124	164.8	118.3	351.9	345.1
s2023_s_40	saturn	0.014e15	0	21065100e3	0.342	169.6	271.4	334.7	3.6
s2023_s_41	saturn	0.014e15	0	21286400e3	0.279	172.1	7.2	323.0	29.1
s2023_s_42	saturn	0.014e15	0	21837000e3	0.059	166.7	355.1	33.2	315.9
s2023_s_43	saturn	0.014e15	0	22563900e3	0.264	170.3	247.3	218.0	92.7
s2023_s_44	saturn	0.014e15	0	19292400e3	0.434	167.4	179.9	166.3	232.9
s2023_s_45	saturn	0.014e15	0	23438400e3	0.633	157.4	102.2	334.1	336.8
s2023_s_46	saturn	0.014e15	0	24708900e3	0.336	143.2	306.8	100.4	230.0
s2023_s_47	saturn	0.014e15	0	25102300e3	0.101	162.5	208.4	257.3	97.5
s2023_s_48	saturn	0.014e15	0	20029200e3	0.022	169.7	338.7	108.2	315.6
s2023_s_49	saturn	0.014e15	0	21766500e3	0.026	171.7	193.8	110.7	82.5
s2023_s_50	saturn	0.014e15	0	11656500e3	0.263	166.1	29.0	326.3	79.8
s2023_s_51	saturn	0.014e15	0	23431500e3	0.191	163.3	213.5	303.4	310.9
s2023_s_52	saturn	0.014e15	0	22528000e3	0.124	146.2	42.8	88.7	267.3
s2023_s_53	saturn	0.014e15	0	17181100e3	0.103	171.2	314.6	55.0	179.0
s2023_s_54	saturn	0.014e15	0	17485100e3	0.480	37.8	120.8	60.4	48.2
s2023_s_55	saturn	0.014e15	0	16875100e3	0.491	35.9	191.1	60.8	68.8
s2023_s_56	saturn	0.014e15	0	11287500e3	0.358	45.4	271.0	89.8	341.9
s2023_s_57	saturn	0.004e15	0	20536100e3	0.245	168.0	86.3	183.5	318.0
ariel	uranus	1.25106724651261e21	0	190929e3	0.001	0.0	0.0	9.6	193.5
umbriel	uranus	1.27503979255357e21	0	265986e3	0.004	0.1	174.8	183.4	253.0
titania	uranus	3.39960668543367e21	0	436298e3	0.002	0.1	29.5	184.0	68.1
oberon	uranus	3.07597731388071e21	0	583511e3	0.002	0.1	76.8	132.2	143.6
miranda	uranus	6.44262174850807e19	0	129846e3	0.001	4.4	100.9	154.8	73.0
puck	uranus	191e16	0	86004e3	0.000	0.3	216.1	0.0	50.1
cordelia	uranus	6.08e16	0	49755e3	0.000	0.2	1.1	0.0	287.4
ophelia	uranus	3.57e16	0	53765e3	0.011	0.2	151.6	19.3	213.4
bianca	uranus	6.38e16	0	59170e3	0.006	2.3	272.5	328.0	109.1
cressida	uranus	2e17	0	61770e3	0.004	1.8	308.2	87.9	0.5
desdemona	uranus	1.237e17	0	62663e3	0.007	3.1	283.9	137.0	230.0
juliet	uranus	3.871e17	0	64362e3	0.006	3.0	141.0	274.9	319.8
portia	uranus	1.1671e18	0	66101e3	0.004	2.7	146.7	31.6	310.1
rosalind	uranus	1.759e17	0	69930e3	0.003	1.7	330.0	231.8	287.7
belinda	uranus	38e16	0	75258e3	0.002	1.4	96.2	58.6	226.4
perdita	uranus	1.4e16	0	76418e3	0.005	1.6	270.4	296.9	168.0
mab	uranus	0.31e16	0	97737e3	0.006	1.8	307.8	318.6	250.8
cupid	uranus	0.31e16	0	74396e3	0.007	2.0	31.1	168.0	3.3
s2025_u_1	uranus	0.04e16	0	57844e3	0.039	4.0	70.8	313.9	275.6
caliban	uranus	3.9e16	0	7167000e3	0.200	141.4	174.9	349.7	241.2
sycorax	uranus	200e16	0	12193200e3	0.520	157.0	267.1	25.4	332.1
prospero	uranus	6.5e16	0	16221000e3	0.441	149.4	324.5	180.4	197.6
setebos	uranus	5.4e16	0	17519800e3	0.579	153.9	244.7	356.1	148.0
stephano	uranus	1.7e16	0	7951400e3	0.235	143.6	193.3	17.1	164.4
trinculo	uranus	0.31e16	0	8502600e3	0.220	167.1	196.5	162.2	55.6
francisco	uranus	0.56e16	0	4275700e3	0.144	146.8	101.9	137.6	288.4
margaret	uranus	0.42e16	0	14425000e3	0.642	60.5	0.9	90.7	115.9
ferdinand	uranus	5.4e15	0	20421400e3	0.395	169.2	223.9	166.9	172.3
s2023_u1	uranus	0.027e16	0	7976600e3	0.250	143.9	260.2	158.7	101.8
triton	neptune	2.14029207e22	0	354800e3	0.000	157.3	178.1	0.0	63.0
naiad	neptune	1.2e17	0	48200e3	0.000	4.7	41.4	0.0	89.7
thalassa	neptune	3.54e17	0	50100e3	0.000	0.2	130.6	0.0	165.7
despina	neptune	1e18	0	52500e3	0.000	0.0	0.0	0.0	125.1
galatea	neptune	1.94e18	0	62000e3	0.000	0.0	0.0	0.0	86.7
larissa	neptune	1e18	0	73500e3	0.001	0.2	312.0	247.3	165.5
proteus	neptune	1e16	0	117600e3	0.000	0.0	0.0	0.0	276.8
hippocamp	neptune	2e19	0	105300e3	0.001	0.3	0.5	346.4	286.5
nereid	neptune	3.57e19	0	5513900e3	0.751	5.1	319.5	296.8	318.5
halimede	neptune	12e15	0	16590500.e3	0.521	119.6	198.5	157.9	135.8
psamathe	neptune	2.9e15	0	47646600.e3	0.413	127.8	302.9	148.2	183.2
sao	neptune	3.4e15	0	22239900.e3	0.296	50.2	41.8	93.5	178.5
laomedeia	neptune	3.4e15	0	23499900.e3	0.419	36.9	57.6	146.2	248.1
neso	neptune	11e15	0	49897800.e3	0.455	128.4	55.4	89.8	13.8
s2002_n5	neptune	2.9e15	0	23414700e3	0.433	46.3	258.3	59.1	303.2
s2021_n1	neptune	0.8e15	0	50700200e3	0.503	135.2	258.9	90.4	237.1
pluto	pluto-charon	13024.6e18	0	2126e3	0	0.0	0.0	0	-304.1
charon	pluto-charon	1.589e21	0	19600.e3	0.000	0.0	0.0	0.0	304.1
styx	pluto-charon	4e15	0	43200.e3	0.025	0.0	0.0	322.5	358.1
nix	pluto-charon	2.2e16	0	49300.e3	0.015	0.0	0.0	31.4	338.2
kerberos	pluto-charon	3e15	0	58300.e3	0.010	0.4	314.3	32.1	276.1
hydra	pluto-charon	3e16	0	65200.e3	0.009	0.3	114.3	139.3	335.0
didymos	sol	5.4e11	0	245970000000	0.38385	3.4079	73.196	319.32	232.01
dimorphos-pre-impact	didymos	1.33e9	0	1.206e3	0	169.3			
dimorphos-post-impact	didymos	1.33e9	0	1.206e3	0.02	169.3			
ceres	sol		9493.5	413730219894.49	0.07957632	10.58789	80.24963 2	73.29975	31.5397330
pallas	sol		9493.5	414375001676.9941	0.23064298	34.92833 3	72.88860 2	10.93338 1	11.5297778
juno	sol		9493.5	399557826257.1324	0.25582577	12.98604 2	69.81988 2	47.88367 1	17.5909618
vesta	sol		9493.5	353281550050.10986	0.09016765	7.14406 1	03.70230	51.53715 1	26.8096722
astraea	sol		9493.5	385493457242.2072	0.18750862	5.35925 3	41.44861 1	59.34517 1	33.8676031
hebe	sol		9493.5	362845042728.21954	0.20223006	14.73615 2	38.61473 3	39.69622 1	52.5636682
iris	sol		9493.5	357019656763.8003	0.23021331	5.51881 1	59.49461	45.48203 2	61.7250181
flora	sol		9493.5	329310869876.57904	0.15633371	5.89033 2	10.84337 1	85.42674 1	98.9007845
metis	sol		9493.5	357025266683.95154	0.12256449	5.57771	68.86978 1	5.89591	99.1964700
hygiea	sol		9493.5	470872956313.845	0.10822383	3.83294 3	83.12166 2	12.60581 2	16.6903206
parthenope	sol		9493.5	366988604550.8681	0.10047735	4.63575 1	25.46696 1	96.42017 1	73.6569288
victoria	sol		9493.5	349137434715.3397	0.21993070	8.37403	35.35281	69.54628 2	76.9359694
egeria	sol		9493.5	385402830852.1372	0.08468200	16.52553	43.17716	79.06456	40.9910185
irene	sol		9493.5	387140335321.3823	0.16267016	9.12955	86.00980	98.26522	12.9260503
eunomia	sol		9493.5	395265414553.13727	0.18778133	11.76143	92.88123 1	98.50720 2	13.7257835
psyche	sol		9493.5	437321624586.4352	0.13434622	3.09729 2	50.00988	29.75341 1	40.6388378
thetis	sol		9493.5	369928995578.8378	0.13125839	5.59392 1	25.50279 1	35.94946 1	92.6616444
melpomene	sol		9493.5	343410439270.4799	0.21796198	10.13086 2	50.32895 2	28.05175 1	27.2638565
fortuna	sol		9493.5	365327484754.40234	0.15803618	1.57331 1	11.00121	82.51532 2	96.4996730
massalia	sol		9493.5	360292678657.2715	0.14376357	0.70926 2	05.95459	57.23326 2	29.9998443
lutetia	sol		9493.5	364124762753.3356	0.16478328	3.06457 2	80.83711 2	49.93985	46.8100689
kalliope	sol		9493.5	435249873594.685	0.09887978	13.70168 3	65.96712 3	58.23619	10.6700563
thalia	sol		9493.5	393274416491.99097	0.23124178	10.10822	66.48763 1	61.63369	70.1967437
themis	sol		9493.5	470224135388.8319	0.11534301	0.73670 1	36.39223	09.10752	56.7645210
phocaea	sol		9493.5	359079080891.0048	0.25403403	21.60663	14.08841	90.23190 2	89.1981716
proserpina	sol		9493.5	397203694324.64886	0.08863093	3.55453 1	45.68534 2	96.05654	89.5907376
euterpe	sol		9493.5	351132082964.5311	0.17156373	1.58332 3	94.76742 2	56.56888	72.9417753
bellona	sol		9493.5	415475742809.6047	0.14898645	9.42324 3	44.15087	43.46246 1	65.4593483
amphitrite	sol		9493.5	382091078069.9418	0.07335027	6.07744	56.25470 1	61.90580 3	45.1081741
urania	sol		9493.5	353893345502.12463	0.12672937	2.09370	07.39645 3	87.19213 3	19.5213497
euphrosyne	sol		9493.5	472954461086.7647	0.21592067	26.31224	30.79588 1	61.97076	47.8931224
pomona	sol		9493.5	387136520575.67944	0.08130669	5.52082 3	20.35652 2	37.85863 2	42.0056034
polyhymnia	sol		9493.5	429966794871.34033	0.33326692	1.85203 3	8.21165 1	38.82809	07.0697469
circe	sol		9493.5	402109965931.27435	0.10678400	5.49588 3	84.29420 3	29.41381 1	05.2090334
leukothea	sol		9493.5	449646125485.75806	0.21726331	7.86607 2	52.90955 3	15.43997 3	09.1171988
atalante	sol		9493.5	410595456353.11975	0.30630573	18.37428	58.16299	47.76898 3	99.5596908
fides	sol		9493.5	395392916818.3349	0.17471419	3.06763	7.23558 1	62.30610	72.8717336
leda	sol		9493.5	410283574712.2844	0.15092824	6.95165 1	95.49345 1	69.78343 2	65.7611627
laetitia	sol		9493.5	414533590379.7231	0.11306360	10.37524 2	56.84322	10.27866 1	93.6977802
harmonia	sol		9493.5	339265546026.78204	0.04628937	4.25575 2	94.15652	69.84327	80.2946340
daphne	sol		9493.5	414185341496.52057	0.27044199	15.72829	77.61961 2	46.91597 1	88.4372686
isis	sol		9493.5	365586109553.2685	0.22192655	8.51002 2	84.16706 1	37.41147	03.0390208
ariadne	sol		9493.5	329635631894.08167	0.16814732	3.47055	64.74727 1	16.18534 2	41.4512222
nysa	sol		9493.5	362504169020.04254	0.14987770	3.71255 3	31.47702 3	43.99369 1	49.1062102
eugenia	sol		9493.5	407142917014.80865	0.08217242	6.60564	47.55502 2	87.29358 1	06.5522387
hestia	sol		9493.5	377866224764.3548	0.17192929	2.35132 1	81.05946 2	77.04948 1	99.7522009
aglaja	sol		9493.5	431012259590.7273	0.13331414	4.96978 3	2.69449 1	16.20623	74.3321748
doris	sol		9493.5	465678843444.20557	0.06626353	6.55777 2	83.42801 1	51.35536 1	41.7452782
pales	sol		9493.5	463463553295.5188	0.22147435	3.20166 1	84.98706 3	13.45232 2	12.9596733
virginia	sol		9493.5	396601802251.6745	0.28455565	2.83913 2	73.44814 3	00.08201 1	46.6184753
nemausa	sol		9493.5	353880928878.85657	0.06592723	9.97295	75.87969	2.28195 1	26.5493538
europa	sol		9493.5	462585548432.5934	0.11200166	7.48092 3	28.57906 3	42.95843 1	12.5276379
kalypso	sol		9493.5	391733752901.0129	0.20298836	5.18194 3	43.43427 2	14.39073 1	61.1141335
alexandra	sol		9493.5	405795578752.1361	0.19830431	11.83054 3	13.01274 1	46.19150 3	86.8226486
pandora	sol		9493.5	412568457790.42084	0.14506258	7.17648	10.28381 1	4.93258	57.5343527
melete	sol		9493.5	388496185702.8976	0.23687880	8.08103 1	92.93180	04.91602 1	92.0458715
mnemosyne	sol		9493.5	472099569094.8625	0.10804058	15.23097 2	98.89335 2	10.98856 1	05.1712858
concordia	sol		9493.5	403891272657.0605	0.04569681	5.07216	61.04747 1	33.86217 1	08.4985970
elpis	sol		9493.5	405957383809.08527	0.11662738	8.64828 2	69.90898 3	11.14200 1	28.2884898
echo	sol		9493.5	357941299325.6088	0.18445614	3.60019 2	91.52303 1	70.85832 1	28.0891340
danae	sol		9493.5	446521714117.0403	0.16378772	18.20590	33.54321	12.88874 3	10.4046776
erato	sol		9493.5	468175198072.3635	0.16797353	2.23695 2	25.10197 3	77.75995 1	05.5495109
ausonia	sol		9493.5	358223949542.5094	0.12815711	5.77334 2	37.68320	95.62149 3	58.1081008
angelina	sol		9493.5	401060596707.46216	0.12654992	1.30582 1	08.95615 2	81.06695 3	14.9114445
cybele	sol		9493.5	509779772134.0181	0.12772985	3.56495 1	55.09881 2	04.13941 1	72.6326812
maja	sol		9493.5	395951530227.31573	0.17207563	3.04320	7.47728 2	43.46604	09.2529228
asia	sol		9493.5	362357742624.20135	0.18571429	6.02443 1	02.25013 1	07.59205 2	85.5106390
leto	sol		9493.5	416295210025.72516	0.18434094	7.96052 3	44.04863	04.89425	50.6592740
hesperia	sol		9493.5	445361418072.104	0.16895290	8.58563 2	84.89403	88.15033 1	42.7975799
panopaea	sol		9493.5	390977415986.3278	0.18304383	11.59683 2	47.63787 2	55.44754	69.5660009
niobe	sol		9493.5	412089580046.52313	0.17702270	23.24410 2	15.90604	67.03466 3	61.1748660
feronia	sol		9493.5	339014281443.15436	0.12140114	5.41780 1	07.93097 3	02.71349 2	40.3024243
klytia	sol		9493.5	398504492689.74664	0.04228736	2.36966	6.82968 3	56.77233	36.1178968
galatea	sol		9493.5	416213753985.12897	0.23679764	4.07078 1	97.07428	74.99650 1	64.2360464
eurydike	sol		9493.5	399865369559.7174	0.30533520	4.99402 3	59.12635 1	39.65170 3	42.4181594
freia	sol		9493.5	509925615098.1636	0.16765357	2.12351 2	04.27016 2	52.23855 2	99.4691297
frigga	sol		9493.5	399043374139.58215	0.13354244	2.42120	1.04869 1	61.12447	06.8377996
diana	sol		9493.5	392340267548.1919	0.20349279	8.67874 1	33.28678 1	53.28496 3	55.0589364
eurynome	sol		9493.5	365609012987.27277	0.19102495	4.61316 2	06.50132 1	01.39111 2	27.3290572
sappho	sol		9493.5	343518897726.7374	0.19967117	8.67610 1	18.63850	39.69330 2	57.2585993
terpsichore	sol		9493.5	426582606800.15204	0.21177108	7.80119	0.89511 1	51.22363	18.6668700
alkmene	sol		9493.5	413484251075.48505	0.22110340	2.82514 1	25.40956 3	10.71930	31.2988278
beatrix	sol		9493.5	363767373440.2333	0.08302451	4.96666 1	27.65756 1	69.89249	31.9650094
klio	sol		9493.5	353409531028.4938	0.23545019	9.31367	27.49506	15.09328 3	38.8899158
io	sol		9493.5	396888012897.89777	0.19308543	11.96083 1	03.04208	22.89555 2	48.2742029
semele	sol		9493.5	464667846074.2279	0.21769168	4.82078 3	86.06219	08.93455	63.9639590
sylvia	sol		9493.5	521276592894.11914	0.09433757	10.87247 2	73.01146	65.82656	94.9596237
thisbe	sol		9493.5	413931892783.98065	0.16528953	5.22642	76.32465 2	36.93562 2	01.5335361
julia	sol		9493.5	381597868850.03094	0.18375989	16.12339	11.52015 3	45.18602 3	58.3824300
antiope	sol		9493.5	469926989138.2605	0.17244655	2.20540 2	69.89102 2	44.36837	09.1021017
aegina	sol		9493.5	387508361043.0914	0.10818277	2.10244	10.38713	74.31136	14.3894627
undina	sol		9493.5	476540232288.72125	0.10486473	9.92325 2	01.39208 2	36.68464 1	38.1604417
minerva	sol		9493.5	411840918465.8455	0.14290931	8.53972 2	3.81356 2	75.92702	73.0990975
aurora	sol		9493.5	472185019398.6063	0.09638484	7.96978	2.51805	60.52692	10.6445750
arethusa	sol		9493.5	458365452339.2947	0.15264886	13.00999 1	42.93655 1	52.76640 2	56.2604693
aegle	sol		9493.5	456098984759.0414	0.14230021	15.98458 2	21.47076 1	07.92937 3	89.1716602
klotho	sol		9493.5	399166298709.93634	0.25761685	11.77537 2	59.58603 1	68.43195 1	34.0605637
ianthe	sol		9493.5	402011904527.0306	0.18787397	15.57591 1	53.87253 3	58.15955 3	03.3774414
dike	sol		9493.5	398415078042.4292	0.19771265	13.86365 1	41.40223	95.42782	68.6521377
hekate	sol		9493.5	462324096233.971	0.16797615	6.43093 1	27.15598 3	83.55239 1	23.2440041
helena	sol		9493.5	386510154291.0586	0.14052287	10.19192 3	43.35781 3	47.75685 3	23.6524488
miriam	sol		9493.5	398549491729.2532	0.25126504	5.17192 1	10.72947	47.47869 2	75.1634412
hera	sol		9493.5	404329295222.4701	0.08104321	5.42602 1	35.95133 1	90.39386 1	65.5988084
klymene	sol		9493.5	470226648633.0597	0.16249413	2.78972	41.64399 3	31.91543	42.2679084
artemis	sol		9493.5	354920604160.64734	0.17902903	21.45543	88.21337	56.95629 1	93.4970727
dione	sol		9493.5	476093877121.91376	0.15885326	4.57500 3	61.98304 2	31.74659	79.9276297
camilla	sol		9493.5	522558990721.1208	0.06645137	9.99866 3	72.50627 3	03.73826 1	32.5445462
hecuba	sol		9493.5	483542310224.7055	0.06333162	4.20940 2	49.72435	13.25444 3	13.0575117
felicitas	sol		9493.5	402855531799.26904	0.30051784	7.84616	2.71572	57.58400	66.7773236
lydia	sol		9493.5	408806624854.43744	0.07910006	5.95940 2	56.76338	82.24103	11.4647570
ate	sol		9493.5	387858853894.3544	0.10349045	4.93243 1	05.66255 2	68.43572 3	70.6777015
iphigenia	sol		9493.5	364099899587.2252	0.12791609	2.59704	23.34814 3	16.85585 3	32.5071197
amalthea	sol		9493.5	355516258002.4136	0.08616597	5.04245	23.32181	80.25054 1	60.2111339
kassandra	sol		9493.5	400185329485.5706	0.13898151	4.94592 3	64.05345 2	52.53166 1	41.8384575
thyra	sol		9493.5	356045610067.8855	0.19235618	11.58738	08.75022 3	97.00176 3	01.2785869
sirona	sol		9493.5	414146146854.3972	0.13805269	3.56136	63.67479	93.95973	16.4886498
lomia	sol		9493.5	447579565540.1212	0.02292109	14.92192	48.61679 2	53.24201 3	44.3981700
peitho	sol		9493.5	364702853805.0816	0.16339072	7.74653	47.63435 2	33.09674	12.2080902
althaea	sol		9493.5	386084847544.6585	0.08187398	5.78683 1	03.61464 2	70.31414 2	02.3983520
lachesis	sol		9493.5	466784670904.4199	0.04900011	6.94108 2	40.54847 2	42.52132 3	94.7909022
hermione	sol		9493.5	517159674452.2422	0.12463551	7.56630 2	72.87519 2	97.01606	27.9743650
gerda	sol		9493.5	482596866641.6686	0.02283370	1.64336 3	77.94794	20.11289 1	23.2408971
brunhild	sol		9493.5	403142146359.74316	0.12009489	6.41310 1	07.60195 1	24.79280 3	35.6522312
alkeste	sol		9493.5	393419661064.65356	0.07840991	2.96348	87.90215	61.59316 1	49.1783149
liberatrix	sol		9493.5	410272758786.2328	0.08140518	4.66481 1	68.93404 3	09.55637 1	25.0801212
velleda	sol		9493.5	365088487196.17206	0.10555896	2.92182 3	23.19162 1	28.72055	01.6203691
johanna	sol		9493.5	412270817866.8761	0.06332873	8.23803	31.09740	92.67557	82.2850691
nemesis	sol		9493.5	411390120242.2782	0.12700639	6.24683 3	76.16030 2	02.81291	31.8896521
antigone	sol		9493.5	429098528829.79755	0.21307202	12.26996 1	35.65429	10.53074 1	67.6347572
elektra	sol		9493.5	467339230211.10486	0.20945127	22.78346 2	44.97198	37.93442 1	13.4343330
vala	sol		9493.5	363750334242.76056	0.06942735	4.96315 1	65.55597	61.38813	92.1653280 1
aethra	sol		9493.5	390761770655.7138	0.38700762	24.98354 2	58.05085 1	55.61885 2	13.0611629
cyrene	sol		9493.5	459893041076.37354	0.13029688	7.22451 2	18.66883 2	91.65000 3	19.0197785
sophrosyne	sol		9493.5	383406671664.45166	0.11512004	11.61241	45.83619 3	85.80150 3	25.2098768
hertha	sol		9493.5	363058952723.5334	0.20837192	2.30329 3	43.43439 2	40.31267 3	43.1760460
austria	sol		9493.5	342130031095.1586	0.08505469	9.57898 1	86.32068 1	33.32632 1	80.4894052
meliboea	sol		9493.5	467685908316.66504	0.21073560	13.42268 1	02.13859 1	07.97630 2	06.7910757
tolosa	sol		9493.5	366685938138.86786	0.16188558	3.19884 2	54.68758 1	61.11298	42.2979102
juewa	sol		9493.5	416723374091.45557	0.17024883	10.87123 1	1.66762	67.31767	59.9327492
siwa	sol		9493.5	408487697153.89215	0.21795426	3.19129 1	07.07625 2	97.17342 1	21.3131261
lumen	sol		9493.5	398886760128.74634	0.21298569	11.89575	18.43848 3	57.89942 3	42.6033321
polana	sol		9493.5	361898896035.1903	0.13276333	2.24257 2	91.05896 3	92.63681 2	11.1401229 1
adria	sol		9493.5	413484206196.12384	0.07151402	11.44453 2	32.87943 2	51.82691 3	37.2917426
